Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
09:50,A1,Melbourne City,Melbourne Victory,X2,35,23,42,2.62,3.65,2.80,39,61,2.10,1.74,1 - 2
10:50,A1,Melbourne City,Melbourne Victory,X2,39,23,39,3.00,3.65,2.25,35,65,2.17,1.68,1 - 2
17:00,TR1,Giresunspor,Gazişehir Gaziantep,2,8,13,78,2.44,3.16,3.25,29,71,1.56,2.25,4 - 1
17:00,TR1,Elazığspor,Ümraniyespor,1X,47,35,18,2.33,2.95,2.95,81,19,1.52,2.38,3 - 0
17:30,RU1,Anzhi,Rubin Kazan,1,74,20,6, , , ,63,37, , ,1 - 1
18:00,TR1,Bursaspor,Kayserispor,2X,21,26,53, , , ,59,41, , ,1 - 0
18:00,CRO1,NK Istra 1961,Cibalia,X1,36,28,36, , , ,59,41, , ,0 - 0
18:00,PL1,Termalica Nieciecza,Wisla Plock,1X,49,26,25,2.64,3.35,2.84,54,46,1.84,2.00,1 - 2
18:30,GE2,Dynamo Dresden,Darmstadt,1X,53,24,23,2.04,3.55,3.95,50,50,1.90,1.90,0 - 2
18:30,GE2,Kaiserslautern,Union Berlin,X2,28,28,44,3.60,3.35,2.26,59,41,1.76,2.14,4 - 3
18:30,RU1,Anzhi,Rubin Kazan',1,74,20,6,3.64,2.94,2.41,63,37,1.36,3.06,1 - 1
19:00,FR1,Nice,Lille,1X,40,29,31,1.86,3.60,5.10,63,37,1.72,2.24,2 - 1
19:00,TR,Bursaspor,Kayserispor,2X,21,26,53,2.56,3.28,3.00,59,41,1.70,2.21,1 - 0
19:00,PL,Nieciecza,Wisła Płock,1X,49,26,25,2.74,3.17,2.70,54,46,1.68,2.24,1 - 2
19:00,CRO1,Istra 1961,Cibalia,X1,36,28,36,2.10,3.24,3.99,59,41,1.56,2.43,0 - 0
19:30,GE2,Dynamo Dresden,Darmstadt 98,1X,53,24,23,1.90,3.45,3.95,50,50,1.87,1.88,0 - 2
19:30,GE2,Kaiserslautern,Union Berlin,X2,28,28,44,3.00,3.39,2.29,59,41,1.76,2.00,4 - 3
20:00,NT1,Roda,Heracles,1X,44,28,28,2.72,3.55,2.78,59,41,2.22,1.71,0 - 3
20:00,NT2,FC Oss,Cambuur,X1,53,23,24,3.70,3.85,1.99,42,58,2.20,1.55,2 - 1
20:00,NT2,Almere City FC,Jong Ajax,X1,43,18,38,3.45,4.20,1.95,11,89,3.15,1.26,1 - 2
20:00,NT2,Waalwijk,NEC Nijmegen,2X,22,22,57,5.80,4.20,1.57,39,61,2.34,1.51,0 - 2
20:00,NT2,Volendam,FC Eindhoven,1,76,15,9,1.73,4.10,4.40,32,68,2.84,1.35,3 - 2
20:00,NT2,Helmond Sport,Jong AZ Alkmaar,1X,57,23,20,2.58,3.65,2.72,46,54,2.48,1.53,3 - 0
20:00,NT2,Fortuna Sittard,MVV Maastricht,1,62,18,19,2.00,3.70,3.40,26,74,2.30,1.57,
20:00,FR2,Brest,Tours,1,62,26,12,1.60,4.10,6.80,68,32,1.94,1.93,1 - 3
20:00,NT2,Dordrecht,Telstar,1,73,16,10,2.50,3.80,2.68,35,65,2.50,1.48,2 - 3
20:00,FR2,Sochaux,Auxerre,1X,53,21,26,2.48,3.25,3.30,29,71,1.72,2.16,
20:00,FR2,Chateauroux,Nancy,1X,57,23,20,2.58,3.15,3.25,46,54,1.68,2.18,1 - 0
20:00,FR2,Quevilly,Niort,1X,44,30,26,2.14,3.30,3.55,68,32,2.02,1.87,1 - 2
20:00,FR2,GFC Ajaccio,Lens,X2,31,29,40,2.84,3.10,2.78,63,37,1.72,2.16,1 - 1
20:00,FR2,Bourg en Bresse 01,Ajaccio,1X,57,22,22,4.00,3.40,2.00,39,61,1.87,1.98,5 - 4
20:00,FR2,Valenciennes,Orleans,1X,49,26,25,2.38,3.30,3.40,54,46,1.72,2.20,0 - 1
20:00,FR2,Clermont Foot,Reims,X2,30,26,45,2.70,3.05,2.98,50,50,1.64,2.28,2 - 1
20:00,FR1,Nice,Lille,1X,40,29,31,1.75,3.59,5.67,63,37,1.68,2.18,2 - 1
20:15,CZ1,Bohemians 1905,Dukla Praha,X1,41,39,21, , , ,85,15, , ,2 - 0
20:30,GE1,Borussia Moenchengladbach,Werder Bremen,1X,44,28,28,1.98,3.70,4.40,59,41,2.00,1.94,2 - 2
20:30,PL1,Zaglebie Lubin,Lechia Gdansk,1X,40,29,31,2.22,3.30,3.55,63,37,1.76,2.06,0 - 0
20:45,SC1,Dundee FC,St. Mirren,1X,49,20,31,2.66,3.00,2.98,21,79,1.81,1.81,
20:45,EGC,Middlesbrough,Leeds United,1X,44,30,26,1.86,3.60,5.20,68,32,1.72,2.20,3 - 0
20:45,FR1,Monaco,Bordeaux,1,74,14,11,1.68,4.10,5.60,26,74,2.16,1.77,2 - 1
21:00,SP2,Oviedo,Barcelona B,X1,42,22,35,1.77,3.60,5.70,32,68,1.66,2.34,0 - 0
21:00,FR2,Bourg-en-Bresse,Ajaccio,1X,57,22,22,4.47,3.40,1.95,39,61,1.76,2.00,5 - 4
21:00,FR2,Brest,Tours,1,62,26,12,1.75,3.55,4.40,68,32,1.85,1.90,1 - 3
21:00,FR2,Châteauroux,Nancy,1X,57,23,20,2.57,3.11,3.12,46,54,1.64,2.18,1 - 0
21:00,FR2,Clermont,Reims,X2,30,26,45,2.40,2.90,3.20,50,50,1.57,2.33,2 - 1
21:00,FR2,Quevilly Rouen,Niort,1X,44,30,26,2.00,3.15,3.85,68,32,1.80,1.96,1 - 2
